"R0000100","R0009600","R0173600","R0214700","R0214800"
1354,28,1,3,1
1355,6,1,3,1
1356,9,5,3,2
1357,12,1,3,1
1358,12,1,3,1
1359,3,5,3,2
1360,9,5,3,2
1361,3,5,3,2
1362,9,5,3,2
1363,29,1,3,1
1364,29,1,3,1
1365,12,5,3,2
1366,11,5,3,2
1367,11,1,3,1
1368,11,1,3,1
1369,3,1,3,1
1370,3,5,3,2
1371,3,1,3,1
1372,29,1,3,1
1373,3,1,3,1
1374,3,5,3,2
1375,1,7,2,2
1376,1,7,2,2
1377,1,7,2,2
1378,1,7,2,2
1379,1,3,2,1
1380,1,7,2,2
1381,3,7,2,2
1382,1,7,2,2
1383,1,3,2,1
1384,1,3,2,1
1385,1,7,2,2
1386,1,3,2,1
1387,1,3,2,1
1388,29,7,2,2
1389,1,7,2,2
1390,1,3,2,1
1391,1,7,2,2
1392,3,5,3,2
1393,9,2,3,1
1394,0,6,3,2
1395,9,5,3,2
1396,9,1,3,1
1397,3,2,3,1
1398,9,6,3,2
1399,18,8,1,2
1400,17,8,1,2
1401,18,8,1,2
1402,18,8,1,2
1403,18,4,1,1
1404,18,4,1,1
1405,18,4,1,1
1406,18,8,1,2
1407,6,5,3,2
1408,29,1,3,1
1409,3,5,3,2
1410,3,5,3,2
1411,6,5,3,2
1412,3,5,3,2
1413,18,4,1,1
1414,21,8,1,2
1415,18,8,1,2
1416,29,6,3,2
1417,29,2,3,1
1418,17,4,1,1
1419,3,8,1,2
1420,28,1,3,1
1421,3,5,3,2
1422,3,5,3,2
1423,3,5,3,2
1424,3,1,3,1
1425,3,1,3,1
1426,29,5,3,2
1427,6,5,3,2
1428,29,1,3,1
1429,29,1,3,1
1430,11,1,3,1
1431,22,1,3,1
1432,1,3,2,1
1433,1,3,2,1
1434,3,1,3,1
1435,1,7,2,2
1436,1,7,2,2
1437,1,7,2,2
1438,1,7,2,2
1439,1,7,2,2
1440,1,7,2,2
1441,3,8,1,2
1442,9,8,1,2
1443,11,6,3,2
1444,19,8,1,2
1445,19,8,1,2
1446,1,7,2,2
1447,11,1,3,1
1448,1,3,2,1
1449,17,4,1,1
1450,18,4,1,1
1451,17,8,1,2
1452,18,4,1,1
1453,4,1,3,1
1454,18,8,1,2
1455,29,5,3,2
1456,6,1,3,1
1457,3,1,3,1
1458,3,1,3,1
1459,29,5,3,2
1460,6,5,3,2
1461,6,1,3,1
1462,3,1,3,1
1463,3,5,3,2
1464,3,1,3,1
1465,3,5,3,2
1466,11,1,3,1
1467,3,5,3,2
1468,6,1,3,1
1469,3,5,3,2
1470,11,5,3,2
1471,6,1,3,1
1472,23,5,3,2
1473,3,1,3,1
1474,3,5,3,2
1475,9,2,3,1
1476,29,1,3,1
1477,6,1,3,1
1478,28,5,3,2
1479,25,1,3,1
1480,1,3,2,1
1481,1,3,2,1
1482,1,7,2,2
1483,1,7,2,2
1484,1,7,2,2
1485,-1,3,2,1
1486,1,3,2,1
1487,1,7,2,2
1488,1,3,2,1
1489,1,7,2,2
1490,1,7,2,2
1491,1,7,2,2
1492,3,1,3,1
1493,29,5,3,2
1494,3,5,3,2
1495,6,5,3,2
1496,11,1,3,1
1497,6,5,3,2
1498,29,5,3,2
1499,29,5,3,2
1500,3,1,3,1
1501,3,1,3,1
1502,6,5,3,2
1503,6,1,3,1
1504,3,1,3,1
1505,3,1,3,1
1506,3,1,3,1
1507,3,5,3,2
1508,3,1,3,1
1509,3,1,3,1
1510,3,5,3,2
1511,11,5,3,2
1512,5,5,3,2
1513,5,1,3,1
1514,3,5,3,2
1515,3,1,3,1
1516,1,7,2,2
1517,1,7,2,2
1518,1,3,2,1
1519,1,7,2,2
1520,1,3,2,1
1521,1,3,2,1
1522,1,7,2,2
1523,29,3,2,1
1524,3,7,2,2
1525,0,5,3,2
1526,22,1,3,1
1527,1,3,2,1
1528,1,3,2,1
1529,1,7,2,2
1530,1,7,2,2
1531,3,5,3,2
1532,9,5,3,2
1533,18,8,1,2
1534,21,8,1,2
1535,21,4,1,1
1536,16,4,1,1
1537,18,4,1,1
1538,16,8,1,2
1539,5,6,3,2
1540,16,8,1,2
1541,3,5,3,2
1542,29,1,3,1
1543,3,1,3,1
1544,11,5,3,2
1545,3,1,3,1
1546,3,6,3,2
1547,3,1,3,1
1548,3,5,3,2
1549,9,5,3,2
1550,3,5,3,2
1551,11,5,3,2
1552,12,5,3,2
1553,28,5,3,2
1554,9,1,3,1
1555,6,1,3,1
1556,6,1,3,1
1557,3,1,3,1
1558,3,5,3,2
1559,24,5,3,2
1560,6,1,3,1
1561,6,4,1,1
1562,3,5,3,2
1563,6,1,3,1
1564,6,5,3,2
1565,6,1,3,1
1566,6,5,3,2
1567,11,1,3,1
1568,11,5,3,2
1569,11,1,3,1
1570,5,1,3,1
1571,3,5,3,2
1572,3,8,1,2
1573,3,4,1,1
1574,3,1,3,1
1575,6,1,3,1
1576,6,1,3,1
1577,6,1,3,1
1578,5,1,3,1
1579,6,5,3,2
1580,6,1,3,1
1581,3,5,3,2
1582,5,1,3,1
1583,3,5,3,2
1584,5,5,3,2
1585,3,1,3,1
1586,28,5,3,2
1587,3,5,3,2
1588,3,1,3,1
1589,3,5,3,2
1590,5,1,3,1
1591,5,1,3,1
1592,5,5,3,2
1593,6,5,3,2
1594,6,1,3,1
1595,6,1,3,1
1596,5,6,3,2
1597,5,1,3,1
1598,3,5,3,2
1599,3,5,3,2
1600,7,6,3,2
1601,3,1,3,1
1602,3,1,3,1
1603,5,1,3,1
1604,6,1,3,1
1605,29,5,3,2
1606,3,5,3,2
1607,6,5,3,2
1608,3,5,3,2
1609,9,5,3,2
1610,3,5,3,2
1611,5,1,3,1
1612,3,1,3,1
1613,3,1,3,1
1614,3,1,3,1
1615,3,5,3,2
1616,22,5,3,2
1617,29,5,3,2
1618,6,1,3,1
1619,3,1,3,1
1620,3,1,3,1
1621,3,5,3,2
1622,3,1,3,1
1623,3,5,3,2
1624,6,5,3,2
1625,3,5,3,2
1626,9,1,3,1
1627,3,1,3,1
1628,6,1,3,1
1629,6,5,3,2
1630,3,1,3,1
1631,5,1,3,1
1632,5,1,3,1
1633,5,5,3,2
1634,29,5,3,2
1635,6,1,3,1
1636,3,1,3,1
1637,11,1,3,1
1638,5,5,3,2
1639,6,5,3,2
1640,9,5,3,2
1641,28,4,1,1
1642,20,8,1,2
1643,17,4,1,1
1644,20,4,1,1
1645,20,4,1,1
1646,17,8,1,2
1647,18,6,3,2
1648,18,6,3,2
1649,16,8,1,2
1650,15,8,1,2
1651,18,4,1,1
1652,28,5,3,2
1653,6,1,3,1
1654,3,1,3,1
1655,29,5,3,2
1656,3,5,3,2
1657,3,5,3,2
1658,3,5,3,2
1659,3,1,3,1
1660,3,1,3,1
1661,29,5,3,2
1662,17,5,3,2
1663,29,4,1,1
1664,18,4,1,1
1665,18,4,1,1
1666,18,8,1,2
1667,29,1,3,1
1668,18,4,1,1
1669,6,4,1,1
1670,3,1,3,1
1671,9,5,3,2
1672,6,1,3,1
1673,3,1,3,1
1674,3,5,3,2
1675,6,5,3,2
1676,6,5,3,2
1677,6,1,3,1
1678,29,1,3,1
1679,29,1,3,1
1680,7,5,3,2
1681,3,1,3,1
1682,12,1,3,1
1683,6,5,3,2
1684,18,1,3,1
1685,1,7,2,2
1686,1,3,2,1
1687,1,3,2,1
1688,1,7,2,2
1689,17,8,1,2
1690,17,8,1,2
1691,17,8,1,2
1692,17,4,1,1
1693,17,4,1,1
1694,17,8,1,2
1695,18,4,1,1
1696,18,4,1,1
1697,18,4,1,1
1698,18,4,1,1
1699,18,8,1,2
1700,15,4,1,1
1701,17,4,1,1
1702,20,4,1,1
1703,16,8,1,2
1704,18,8,1,2
1705,18,8,1,2
1706,25,1,3,1
1707,3,5,3,2
1708,3,1,3,1
1709,29,1,3,1
1710,6,1,3,1
1711,3,5,3,2
1712,3,5,3,2
1713,1,7,2,2
1714,1,7,2,2
1715,1,3,2,1
1716,1,7,2,2
1717,1,3,2,1
1718,1,3,2,1
1719,1,7,2,2
1720,1,7,2,2
1721,18,4,1,1
1722,17,8,1,2
1723,17,8,1,2
1724,17,4,1,1
1725,3,5,3,2
1726,4,5,3,2
1727,4,5,3,2
1728,17,4,1,1
1729,18,8,1,2
1730,9,5,3,2
1731,6,1,3,1
1732,29,5,3,2
1733,3,5,3,2
1734,3,5,3,2
1735,3,5,3,2
1736,3,5,3,2
1737,12,8,1,2
1738,28,5,3,2
1739,6,1,3,1
1740,6,5,3,2
1741,3,1,3,1
1742,12,1,3,1
1743,3,1,3,1
1744,5,1,3,1
1745,3,5,3,2
1746,11,1,3,1
1747,-2,5,3,2
1748,12,1,3,1
1749,1,7,2,2
1750,18,4,1,1
1751,16,8,1,2
1752,18,8,1,2
1753,1,3,2,1
1754,1,7,2,2
1755,1,3,2,1
1756,17,4,1,1
1757,1,7,2,2
1758,1,7,2,2
1759,1,3,2,1
1760,1,7,2,2
1761,3,1,3,1
1762,5,1,3,1
1763,3,4,1,1
1764,3,1,3,1
1765,3,1,3,1
1766,3,5,3,2
1767,5,1,3,1
1768,3,5,3,2
1769,6,5,3,2
1770,5,5,3,2
1771,5,1,3,1
1772,3,2,3,1
1773,3,1,3,1
1774,16,8,1,2
1775,18,8,1,2
1776,25,5,3,2
1777,3,1,3,1
1778,3,5,3,2
1779,17,4,1,1
1780,3,1,3,1
1781,11,1,3,1
1782,17,4,1,1
1783,9,1,3,1
1784,3,1,3,1
1785,3,5,3,2
1786,29,5,3,2
1787,12,5,3,2
1788,25,1,3,1
1789,3,5,3,2
1790,3,1,3,1
1791,3,1,3,1
1792,5,1,3,1
1793,11,5,3,2
1794,6,5,3,2
1795,12,5,3,2
1796,3,1,3,1
1797,3,5,3,2
1798,6,5,3,2
1799,3,5,3,2
1800,3,5,3,2
1801,6,5,3,2
1802,3,1,3,1
1803,5,5,3,2
1804,3,5,3,2
1805,3,1,3,1
1806,3,1,3,1
1807,9,4,1,1
1808,3,5,3,2
1809,3,1,3,1
1810,6,1,3,1
1811,17,4,1,1
1812,3,4,1,1
1813,3,1,3,1
1814,21,8,1,2
1815,18,8,1,2
1816,18,8,1,2
1817,17,4,1,1
1818,18,8,1,2
1819,18,4,1,1
1820,17,4,1,1
1821,18,4,1,1
1822,18,4,1,1
1823,18,4,1,1
1824,18,8,1,2
1825,21,8,1,2
1826,6,6,3,2
1827,9,2,3,1
1828,6,6,3,2
1829,1,7,2,2
1830,1,3,2,1
1831,1,7,2,2
1832,1,7,2,2
1833,18,8,1,2
1834,18,8,1,2
1835,18,4,1,1
1836,18,4,1,1
1837,18,4,1,1
1838,16,8,1,2
1839,17,8,1,2
1840,18,8,1,2
1841,6,5,3,2
1842,5,5,3,2
1843,3,1,3,1
1844,6,5,3,2
1845,28,1,3,1
1846,3,2,3,1
1847,17,8,1,2
1848,18,8,1,2
1849,6,5,3,2
1850,3,1,3,1
1851,18,4,1,1
1852,3,5,3,2
1853,28,5,3,2
1854,3,1,3,1
1855,3,1,3,1
1856,3,5,3,2
1857,3,1,3,1
1858,3,5,3,2
1859,6,1,3,1
1860,6,5,3,2
1861,11,5,3,2
1862,3,5,3,2
1863,11,5,3,2
1864,28,1,3,1
1865,25,5,3,2
1866,6,5,3,2
1867,6,1,3,1
1868,22,5,3,2
1869,12,1,3,1
1870,11,5,3,2
1871,6,5,3,2
1872,24,1,3,1
1873,24,1,3,1
1874,7,1,3,1
1875,3,1,3,1
1876,6,5,3,2
1877,6,1,3,1
1878,6,5,3,2
1879,22,5,3,2
1880,6,5,3,2
1881,6,1,3,1
1882,28,1,3,1
1883,28,5,3,2
1884,6,1,3,1
1885,6,5,3,2
1886,28,5,3,2
1887,6,1,3,1
1888,6,5,3,2
1889,6,1,3,1
1890,6,1,3,1
1891,11,2,3,1
1892,11,6,3,2
1893,22,5,3,2
1894,6,1,3,1
1895,11,1,3,1
1896,11,5,3,2
1897,22,1,3,1
1898,27,5,3,2
1899,11,1,3,1
1900,5,5,3,2
1901,6,1,3,1
1902,5,5,3,2
1903,6,1,3,1
1904,6,5,3,2
1905,6,5,3,2
1906,6,5,3,2
1907,6,6,3,2
1908,6,2,3,1
1909,3,1,3,1
1910,28,1,3,1
1911,29,1,3,1
1912,3,5,3,2
1913,3,5,3,2
1914,28,1,3,1
1915,28,5,3,2
1916,28,1,3,1
1917,3,1,3,1
1918,3,1,3,1
1919,3,1,3,1
1920,6,1,3,1
1921,3,5,3,2
1922,3,5,3,2
1923,3,5,3,2
1924,3,1,3,1
1925,29,1,3,1
1926,6,5,3,2
1927,6,5,3,2
1928,29,6,3,2
1929,29,5,3,2
1930,29,1,3,1
1931,29,1,3,1
1932,29,5,3,2
1933,29,5,3,2
1934,29,5,3,2
1935,28,5,3,2
1936,28,5,3,2
1937,28,5,3,2
1938,28,5,3,2
1939,29,5,3,2
1940,29,6,3,2
1941,29,1,3,1
1942,29,5,3,2
1943,5,5,3,2
1944,6,2,3,1
1945,3,2,3,1
1946,3,1,3,1
1947,3,5,3,2
1948,5,5,3,2
1949,6,5,3,2
1950,6,1,3,1
1951,11,5,3,2
1952,3,1,3,1
1953,6,5,3,2
1954,6,5,3,2
1955,12,1,3,1
1956,6,1,3,1
1957,6,1,3,1
1958,6,1,3,1
1959,6,1,3,1
1960,6,5,3,2
1961,28,1,3,1
1962,6,5,3,2
1963,11,1,3,1
1964,3,1,3,1
1965,3,5,3,2
1966,3,1,3,1
1967,3,5,3,2
1968,3,5,3,2
1969,3,5,3,2
1970,3,1,3,1
1971,11,1,3,1
1972,1,7,2,2
1973,3,5,3,2
1974,6,5,3,2
1975,5,1,3,1
1976,28,5,3,2
1977,12,1,3,1
1978,12,1,3,1
1979,3,1,3,1
1980,3,5,3,2
1981,3,1,3,1
1982,5,5,3,2
1983,3,5,3,2
1984,28,1,3,1
1985,28,5,3,2
1986,5,5,3,2
1987,5,1,3,1
1988,5,1,3,1
1989,5,1,3,1
1990,6,5,3,2
1991,5,1,3,1
1992,5,1,3,1
1993,22,5,3,2
1994,24,5,3,2
1995,5,5,3,2
1996,3,1,3,1
1997,5,5,3,2
1998,3,1,3,1
1999,3,5,3,2
2000,11,1,3,1
2001,3,1,3,1
2002,9,5,3,2
2003,28,5,3,2
2004,3,5,3,2
2005,3,1,3,1
2006,3,1,3,1
2007,3,1,3,1
2008,5,5,3,2
2009,5,5,3,2
2010,29,1,3,1
2011,3,5,3,2
2012,3,5,3,2
2013,5,5,3,2
2014,3,1,3,1
2015,3,2,3,1
2016,3,5,3,2
2017,3,5,3,2
2018,5,1,3,1
2019,3,1,3,1
2020,3,1,3,1
2021,5,5,3,2
2022,3,1,3,1
2023,5,1,3,1
2024,3,1,3,1
2025,22,1,3,1
2026,9,1,3,1
2027,3,5,3,2
2028,5,1,3,1
2029,6,2,3,1
2030,5,6,3,2
2031,3,1,3,1
2032,3,1,3,1
2033,3,1,3,1
2034,5,1,3,1
2035,5,5,3,2
2036,28,5,3,2
2037,3,6,3,2
2038,3,1,3,1
2039,6,1,3,1
2040,28,1,3,1
2041,3,1,3,1
2042,11,5,3,2
2043,22,2,3,1
2044,3,1,3,1
2045,3,1,3,1
2046,11,5,3,2
2047,3,1,3,1
2048,28,1,3,1
2049,28,5,3,2
2050,6,5,3,2
2051,3,1,3,1
2052,3,5,3,2
2053,6,6,3,2
2054,18,5,3,2
2055,3,1,3,1
2056,5,1,3,1
2057,5,5,3,2
2058,1,7,2,2
2059,6,2,3,1
2060,3,2,3,1
2061,6,5,3,2
2062,3,5,3,2
2063,6,5,3,2
2064,12,5,3,2
2065,3,1,3,1
2066,10,5,3,2
2067,9,1,3,1
2068,5,5,3,2
2069,3,1,3,1
2070,6,5,3,2
2071,6,5,3,2
2072,6,5,3,2
2073,6,5,3,2
2074,6,5,3,2
2075,6,1,3,1
2076,6,5,3,2
2077,3,5,3,2
2078,6,1,3,1
2079,6,5,3,2
2080,6,1,3,1
2081,6,1,3,1
2082,3,5,3,2
2083,12,5,3,2
2084,6,6,3,2
2085,6,1,3,1
2086,11,1,3,1
2087,11,1,3,1
2088,11,5,3,2
2089,6,1,3,1
2090,6,1,3,1
2091,3,1,3,1
2092,3,1,3,1
2093,6,1,3,1
2094,6,5,3,2
2095,6,1,3,1
2096,6,1,3,1
2097,6,1,3,1
2098,6,5,3,2
2099,6,5,3,2
2100,6,1,3,1
2101,6,1,3,1
2102,6,5,3,2
2103,6,5,3,2
2104,9,5,3,2
2105,9,5,3,2
2106,3,1,3,1
2107,6,1,3,1
2108,3,1,3,1
2109,6,1,3,1
2110,3,1,3,1
2111,6,1,3,1
2112,6,5,3,2
2113,6,1,3,1
2114,29,5,3,2
2115,29,5,3,2
2116,9,1,3,1
2117,3,1,3,1
2118,29,1,3,1
2119,8,6,3,2
2120,29,5,3,2
2121,29,5,3,2
2122,5,1,3,1
2123,3,5,3,2
2124,3,5,3,2
2125,3,5,3,2
2126,3,6,3,2
2127,6,2,3,1
2128,29,6,3,2
2129,29,6,3,2
2130,6,5,3,2
2131,11,5,3,2
2132,29,5,3,2
2133,29,5,3,2
2134,29,5,3,2
2135,29,1,3,1
2136,6,5,3,2
2137,6,5,3,2
2138,6,1,3,1
2139,29,5,3,2
2140,6,5,3,2
2141,29,1,3,1
2142,29,5,3,2
2143,29,1,3,1
2144,5,1,3,1
2145,29,1,3,1
2146,3,5,3,2
2147,6,1,3,1
2148,11,5,3,2
2149,3,1,3,1
2150,12,5,3,2
2151,9,1,3,1
2152,9,5,3,2
2153,6,5,3,2
2154,3,5,3,2
2155,3,5,3,2
2156,3,5,3,2
2157,9,1,3,1
2158,5,5,3,2
2159,1,3,2,1
2160,6,2,3,1
2161,3,5,3,2
2162,11,5,3,2
2163,12,1,3,1
2164,1,7,2,2
2165,2,5,3,2
2166,29,1,3,1
2167,29,5,3,2
2168,12,1,3,1
2169,1,3,2,1
2170,1,3,2,1
2171,1,3,2,1
2172,3,1,3,1
2173,25,1,3,1
2174,11,6,3,2
2175,3,5,3,2
2176,5,5,3,2
2177,5,1,3,1
2178,3,1,3,1
2179,9,6,3,2
2180,3,1,3,1
2181,6,5,3,2
2182,9,1,3,1
2183,-2,1,3,1
2184,11,1,3,1
2185,11,1,3,1
2186,6,5,3,2
2187,3,1,3,1
2188,29,1,3,1
2189,3,2,3,1
2190,3,5,3,2
2191,3,1,3,1
2192,3,1,3,1
2193,5,5,3,2
2194,-2,1,3,1
2195,6,1,3,1
2196,3,5,3,2
2197,1,3,2,1
2198,-2,1,3,1
2199,6,5,3,2
2200,28,5,3,2
2201,29,5,3,2
2202,6,1,3,1
2203,9,5,3,2
2204,3,5,3,2
2205,9,5,3,2
2206,3,5,3,2
2207,3,1,3,1
2208,1,3,2,1
2209,1,3,2,1
2210,1,7,2,2
2211,1,7,2,2
2212,9,7,2,2
2213,1,3,2,1
2214,1,7,2,2
2215,6,5,3,2
2216,6,2,3,1
2217,6,6,3,2
2218,3,1,3,1
2219,3,1,3,1
2220,6,1,3,1
2221,9,6,3,2
2222,3,1,3,1
2223,3,1,3,1
2224,3,5,3,2
2225,1,7,2,2
2226,1,3,2,1
2227,3,1,3,1
2228,6,5,3,2
2229,3,5,3,2
2230,6,5,3,2
2231,6,1,3,1
2232,11,5,3,2
2233,3,1,3,1
2234,6,5,3,2
2235,3,5,3,2
2236,22,1,3,1
2237,6,5,3,2
2238,6,1,3,1
2239,3,1,3,1
2240,-2,5,3,2
2241,3,1,3,1
2242,3,5,3,2
2243,3,5,3,2
2244,29,5,3,2
2245,-2,5,3,2
2246,11,5,3,2
2247,9,5,3,2
2248,3,1,3,1
2249,3,5,3,2
2250,1,7,2,2
2251,1,7,2,2
2252,1,7,2,2
2253,1,7,2,2
2254,0,8,1,2
2255,3,4,1,1
2256,29,1,3,1
2257,1,7,2,2
2258,1,3,2,1
2259,1,7,2,2
2260,1,7,2,2
2261,0,1,3,1
2262,1,7,2,2
2263,1,3,2,1
2264,1,3,2,1
2265,1,7,2,2
2266,1,3,2,1
2267,1,7,2,2
2268,1,7,2,2
2269,1,3,2,1
2270,1,7,2,2
2271,1,7,2,2
2272,1,7,2,2
2273,1,3,2,1
2274,0,5,3,2
2275,0,5,3,2
2276,6,2,3,1
2277,9,1,3,1
2278,3,5,3,2
2279,29,1,3,1
2280,29,5,3,2
2281,3,5,3,2
2282,29,5,3,2
2283,3,6,3,2
2284,9,5,3,2
2285,3,5,3,2
2286,5,5,3,2
2287,3,5,3,2
2288,9,5,3,2
2289,6,5,3,2
2290,6,5,3,2
2291,6,1,3,1
2292,3,5,3,2
2293,11,1,3,1
2294,11,5,3,2
2295,28,5,3,2
2296,3,5,3,2
2297,3,5,3,2
2298,6,5,3,2
2299,6,5,3,2
2300,6,1,3,1
2301,6,5,3,2
2302,3,1,3,1
2303,11,1,3,1
2304,5,1,3,1
2305,3,1,3,1
2306,7,1,3,1
2307,-2,1,3,1
2308,6,6,3,2
2309,3,3,2,1
2310,1,7,2,2
2311,9,6,3,2
2312,6,1,3,1
2313,11,5,3,2
2314,5,1,3,1
2315,6,5,3,2
2316,9,1,3,1
2317,3,5,3,2
2318,11,1,3,1
2319,29,5,3,2
2320,3,1,3,1
2321,3,5,3,2
2322,3,5,3,2
2323,11,1,3,1
2324,3,5,3,2
2325,3,1,3,1
2326,5,1,3,1
2327,5,1,3,1
2328,3,5,3,2
2329,5,1,3,1
2330,9,1,3,1
2331,3,1,3,1
2332,3,1,3,1
2333,3,5,3,2
2334,3,1,3,1
2335,29,1,3,1
2336,3,1,3,1
2337,-2,5,3,2
2338,3,1,3,1
2339,3,5,3,2
2340,9,5,3,2
2341,29,1,3,1
2342,29,5,3,2
2343,3,1,3,1
2344,3,1,3,1
2345,9,1,3,1
2346,10,5,3,2
2347,1,7,2,2
2348,1,7,2,2
2349,1,3,2,1
2350,1,7,2,2
2351,1,3,2,1
2352,1,3,2,1
2353,1,3,2,1
2354,3,3,2,1
2355,3,7,2,2
2356,3,7,2,2
2357,29,7,2,2
2358,3,7,2,2
2359,1,7,2,2
2360,1,7,2,2
2361,3,3,2,1
2362,1,7,2,2
2363,1,3,2,1
2364,1,7,2,2
2365,5,1,3,1
2366,3,1,3,1
2367,6,1,3,1
2368,3,5,3,2
2369,29,5,3,2
2370,6,5,3,2
2371,29,1,3,1
2372,5,2,3,1
2373,3,5,3,2
2374,11,5,3,2
2375,5,6,3,2
2376,11,1,3,1
2377,9,1,3,1
2378,9,1,3,1
2379,3,1,3,1
2380,28,1,3,1
2381,9,1,3,1
2382,18,4,1,1
2383,17,8,1,2
2384,18,4,1,1
2385,18,4,1,1
2386,18,4,1,1
2387,9,8,1,2
2388,28,8,1,2
2389,11,1,3,1
2390,3,5,3,2
2391,11,1,3,1
2392,13,1,3,1
2393,5,1,3,1
2394,6,5,3,2
2395,18,8,1,2
2396,18,8,1,2
2397,18,4,1,1
2398,3,5,3,2
2399,6,5,3,2
2400,6,5,3,2
2401,11,1,3,1
2402,3,5,3,2
2403,3,2,3,1
2404,3,6,3,2
2405,5,5,3,2
2406,29,1,3,1
2407,6,5,3,2
2408,23,5,3,2
2409,11,5,3,2
2410,3,5,3,2
2411,3,5,3,2
2412,3,5,3,2
2413,3,1,3,1
2414,28,5,3,2
2415,3,1,3,1
2416,9,5,3,2
2417,9,1,3,1
2418,29,5,3,2
2419,6,1,3,1
2420,9,5,3,2
2421,0,1,3,1
2422,5,1,3,1
2423,6,1,3,1
2424,6,5,3,2
2425,0,1,3,1
2426,0,5,3,2
2427,6,1,3,1
2428,6,1,3,1
2429,3,1,3,1
2430,9,6,3,2
2431,28,1,3,1
2432,11,1,3,1
2433,11,5,3,2
2434,3,5,3,2
2435,29,5,3,2
2436,5,5,3,2
2437,-2,5,3,2
2438,11,1,3,1
2439,6,1,3,1
2440,6,1,3,1
2441,6,5,3,2
2442,6,5,3,2
2443,0,1,3,1
2444,0,5,3,2
2445,22,1,3,1
2446,3,1,3,1
2447,3,5,3,2
2448,29,5,3,2
2449,9,1,3,1
2450,3,5,3,2
2451,0,1,3,1
2452,6,5,3,2
2453,27,5,3,2
2454,3,5,3,2
2455,-2,1,3,1
2456,-2,1,3,1
2457,9,5,3,2
2458,3,5,3,2
2459,6,6,3,2
2460,6,2,3,1
2461,3,5,3,2
2462,9,5,3,2
2463,6,1,3,1
2464,0,1,3,1
2465,0,1,3,1
2466,3,1,3,1
2467,3,1,3,1
2468,3,1,3,1
2469,6,6,3,2
2470,3,1,3,1
2471,-2,5,3,2
2472,9,1,3,1
2473,6,5,3,2
2474,6,5,3,2
2475,3,1,3,1
2476,3,1,3,1
2477,6,1,3,1
2478,6,5,3,2
2479,6,1,3,1
2480,6,5,3,2
2481,3,2,3,1
2482,9,6,3,2
2483,3,5,3,2
2484,6,5,3,2
2485,6,5,3,2
2486,3,1,3,1
2487,6,1,3,1
2488,6,5,3,2
2489,3,1,3,1
2490,3,1,3,1
2491,3,1,3,1
2492,28,5,3,2
2493,11,1,3,1
2494,6,2,3,1
2495,4,1,3,1
2496,6,6,3,2
2497,3,1,3,1
2498,28,1,3,1
2499,6,5,3,2
2500,3,5,3,2
2501,5,5,3,2
2502,29,1,3,1
2503,3,5,3,2
2504,6,1,3,1
2505,6,5,3,2
2506,28,1,3,1
2507,3,5,3,2
2508,6,1,3,1
2509,6,1,3,1
2510,6,5,3,2
2511,5,5,3,2
2512,28,5,3,2
2513,5,1,3,1
2514,6,5,3,2
2515,6,5,3,2
2516,3,1,3,1
2517,3,1,3,1
2518,22,1,3,1
2519,6,5,3,2
2520,6,1,3,1
2521,12,5,3,2
2522,6,1,3,1
2523,6,5,3,2
2524,6,1,3,1
2525,3,5,3,2
2526,3,1,3,1
2527,3,1,3,1
2528,6,5,3,2
2529,6,5,3,2
2530,6,5,3,2
2531,6,5,3,2
2532,6,1,3,1
2533,3,5,3,2
2534,6,1,3,1
2535,5,1,3,1
2536,3,5,3,2
2537,3,1,3,1
2538,3,5,3,2
2539,3,1,3,1
2540,3,1,3,1
2541,29,1,3,1
2542,9,5,3,2
2543,29,5,3,2
2544,6,5,3,2
2545,3,1,3,1
2546,3,1,3,1
2547,1,3,2,1
2548,3,1,3,1
2549,3,5,3,2
2550,3,1,3,1
2551,5,5,3,2
2552,3,5,3,2
2553,6,1,3,1
2554,6,5,3,2
2555,9,1,3,1
2556,6,5,3,2
2557,3,1,3,1
2558,20,8,1,2
2559,3,5,3,2
2560,3,5,3,2
2561,3,2,3,1
2562,29,1,3,1
2563,3,1,3,1
2564,3,5,3,2
2565,11,5,3,2
2566,3,5,3,2
2567,3,5,3,2
2568,6,1,3,1
2569,3,5,3,2
2570,3,5,3,2
2571,29,1,3,1
2572,3,1,3,1
2573,3,5,3,2
2574,3,2,3,1
2575,6,5,3,2
2576,3,1,3,1
2577,6,5,3,2
2578,3,1,3,1
2579,6,1,3,1
2580,3,5,3,2
2581,3,1,3,1
2582,9,1,3,1
2583,9,1,3,1
2584,9,1,3,1
2585,9,6,3,2
2586,9,2,3,1
2587,3,1,3,1
2588,9,5,3,2
2589,9,1,3,1
2590,9,5,3,2
2591,9,5,3,2
2592,9,5,3,2
2593,9,2,3,1
2594,3,1,3,1
2595,3,1,3,1
2596,3,5,3,2
2597,9,1,3,1
2598,9,1,3,1
2599,3,5,3,2
2600,3,5,3,2
2601,3,1,3,1
2602,3,1,3,1
2603,3,5,3,2
2604,3,1,3,1
2605,9,6,3,2
2606,3,5,3,2
2607,3,5,3,2
2608,3,5,3,2
2609,3,1,3,1
2610,3,1,3,1
2611,11,1,3,1
2612,11,1,3,1
2613,9,1,3,1
2614,5,1,3,1
2615,5,5,3,2
2616,5,2,3,1
2617,5,2,3,1
2618,3,1,3,1
2619,3,1,3,1
2620,3,1,3,1
2621,3,1,3,1
2622,6,5,3,2
